3.456466840149805542e+00,8.977223327245063000e-01
2.033235109464658130e+00,-1.732114289246207584e+00
-1.286988463542931171e+00,-4.860145653744386784e+00
-2.325277435869653075e+00,-1.366367840303857717e+00
-2.106992212047518187e-01,-1.253085037275002644e+00
-8.316563675226977814e-01,-1.176818418860054560e+00
-4.540287911643552832e+00,6.327373095536452663e-01
-1.858813244012448074e+00,-3.486885759973395338e+00
-2.198887821391100506e+00,1.480949678935894909e+00
-2.451313528711616119e+00,1.569092368715274244e+00
-1.177007033034161987e+00,-3.145893241697151232e+00
-1.430650529632579548e+00,-1.687984828031372730e+00
-2.692654876227869032e+00,-1.318964112056710158e+00
2.871861334735117843e+00,-9.791128406634165282e-01
-1.225962207117281988e+00,-4.265833712062637062e+00
-2.343737004744447239e-01,-2.616865676735522062e+00
-6.392486453821895065e-01,-2.077385101091520969e+00
-1.139660138713480819e+00,-3.374697631058512837e+00
-1.613453441536107702e+00,-3.867149451156691065e+00
1.622863135087041497e+00,5.250133585168370587e-02
-9.210134028530541084e-01,-9.333833378051556995e-01
-3.403599139032863263e+00,6.392058831009510556e-01
-2.557164971941460418e+00,2.238210684220662827e+00
-4.028423883337519662e-01,-2.639225225612164216e+00
-9.925226334424568364e-01,1.740192123023531323e+00
1.392189230284807344e+00,1.694298931033642486e+00
-2.803719231409058210e+00,1.020175048575794552e+00
2.819205956820246328e+00,-2.422617687975964884e+00
1.893013595962532936e+00,-7.483857899496474397e-01
-9.631318249196046954e-01,-3.390057879209039893e+00
-8.131240543365694240e-01,-2.961978400817758761e+00
-1.930597033952551111e+00,-4.416993702642973751e+00
-8.678461586036151365e-01,-2.466678404459398788e+00
-3.268619057395826033e+00,-1.478732045738797574e+00
-2.362267960331200012e+00,1.790618272411728995e+00
5.690097375831584259e-01,-1.242915066663956569e-01
-3.098237328634424248e+00,-9.286772134292631264e-01
-3.697257648146392572e+00,4.569712609539621218e-01
-2.395696404625037967e+00,-1.781534802980941690e+00
-3.874079410603737728e+00,8.112088170181872560e-01
2.283088667079683276e+00,-1.411737135993721859e+00
-1.271133349672254997e+00,-4.399213569264071921e+00
-1.042138335309886976e+00,-1.579358388625512033e+00
-3.201649287542807532e+00,7.324483999562959591e-01
1.867167528975058222e+00,-1.531709522840367654e+00
-2.142266319268579355e+00,-1.704766175589330190e+00
1.096066419226989552e+00,5.279314713511462642e-02
-4.647327568080378057e+00,-2.020124355773558200e-01
-5.589447270870977480e-01,-5.096157610509122193e-01
-2.061564956294887452e+00,-1.286307371696173929e+00
-2.955542945091631957e+00,3.141685651957798475e-01
-1.364211963195472332e+00,-1.824128545186627370e+00
1.993974960550999986e+00,-2.110856543657478213e+00
1.987617670477672016e+00,1.532163151459412287e+00
-2.888665624210246641e+00,2.198371501704194486e+00
-6.613224909378268013e-01,-1.099407758061729412e+00
-2.405756015002487036e-01,-1.125185360925215150e+00
7.563392503603116879e-01,-2.681934513965301470e+00
-1.195380920328442009e+00,-2.982269484618426780e+00
2.071608476324135140e+00,-2.323479932677213977e+00
-4.353573300468649876e+00,6.891226375057375453e-01
-4.013936891875202306e+00,8.733863396829693038e-01
1.815923262476065059e+00,-2.589425470068969837e+00
-2.687200200978118403e+00,-1.131736393396841622e+00
-4.624035383070042027e-01,-1.708638039064831471e+00
-1.536714162745255852e+00,-3.591391713080558823e+00
-2.607096847089992231e+00,3.284064989747359498e-02
-4.462691186622298467e+00,-4.644173725464684210e-01
2.879655874605776766e+00,-1.062424159556186742e-01
1.842274874508284865e+00,1.180326672924580045e+00
-2.046501698829410909e+00,-1.689643765765751926e+00
6.981177874036743614e-01,-1.966248969367204946e+00
2.624738652509696735e+00,-1.706720659205596125e-02
-2.478654097259494815e+00,8.328681420712943373e-01
2.436989289614540866e+00,-3.303170140869406968e+00
2.118581446741054197e+00,-1.363254842368082587e+00
1.937437628827866964e+00,1.168271025057207702e+00
-1.479563940093898911e+00,-1.186006905142304779e+00
-1.346520174862272157e+00,-3.380907435131772498e+00
1.188002875334810859e+00,5.589494952432190189e-01
1.444078421697948089e+00,2.518204139685268572e+00
-2.346409493789679779e+00,-1.895564887126863773e-01
-1.822286985944455262e+00,-4.264851946073645372e+00
-1.634812990629988194e+00,-1.602188764075834548e+00
-1.299112670042408713e+00,-7.503172999460938630e-01
-1.431319209717251129e+00,-3.872300225688252162e+00
-3.936826045290300335e+00,1.764147085104248447e-01
-1.702316630710293932e+00,-3.158396061521780762e+00
-5.305725344971829571e+00,-9.835058279904245193e-01
-2.358496023778594353e+00,1.352459219803785695e+00
2.529037525072285852e+00,-2.503656392348479809e+00
-1.311304680995426075e+00,-2.896533240268339693e-02
-1.979448164697773738e+00,-4.014659682099924076e+00
-2.488576591814132932e+00,1.033382214830355972e+00
5.887216427430956855e-01,1.287495654896503527e+00
-1.344134981049062150e+00,-2.340735189687074502e+00
-3.978325322208423387e+00,2.214419575861357181e-01
-3.975587598535377243e+00,-3.904998177549241500e-01
-2.961284764746885845e+00,8.631137744763669462e-01
2.173704058340185430e+00,-1.314535736762860507e+00
-1.081982300272233521e+00,-3.430649752418791110e+00
-2.424757307316555810e+00,1.376423455409424568e+00
-3.374215458970740045e+00,1.015903216614672644e+00
-1.132571574962255356e+00,-1.192231673126042724e+00
1.107932069135655340e+00,9.508429334165529045e-01
-3.138051965170333801e+00,1.697587929995659550e+00
2.883997058600140662e-02,-3.870175564449189753e-01
1.461720644371864442e+00,-3.693970535610483275e+00
-2.393610409345681145e+00,1.126516138889975149e+00
-2.232924427323373262e+00,2.446432553043787372e+00
1.849107440676400316e+00,-7.561637454713312501e-01
-8.963077718748690970e-02,-1.450390728290373410e+00
-2.220098342304776207e+00,1.609888645930868334e+00
-1.535813478945660115e+00,-1.131711789038468030e+00
1.427657942548416603e+00,-8.573153579612999842e-01
2.903207383491166471e+00,-1.498782202788632167e+00
-3.446051723511686316e+00,6.530527459746289232e-01
-1.110866102709059611e+00,-2.343342574980696646e+00
2.731512521442539310e+00,2.371715351949785777e-01
-7.237373626491341305e-01,-3.678135688244462020e+00
7.777971805321080012e-01,-3.478040424157997634e-01
-1.142281851697149353e+00,-1.079343035734188883e+00
